[2013-11-16 1010:1111:5757]    Login :: User:root Password:pepe
[2013-11-16 21:14:11]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-16 21:14:15]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-16 21:14:15]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-16 21:14:16]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-16 21:14:16]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-16 21:14:18]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-16 21:14:25]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-16 21:14:25]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-16 21:14:25]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-16 21:14:25]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-16 21:14:30]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-16 21:14:30]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-16 21:14:30]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-16 21:14:30]    addITem :: Se intenta agregar item al carrito
[2013-11-16 21:14:30]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-16 21:14:30]    actualizarCarrito :: Se intenta actualizar carrito
[2013-11-16 21:14:30]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-16 21:14:31]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-16 21:14:31]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-16 21:14:34]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-16 21:14:34]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-16 21:14:35]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-16 21:14:35]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-16 21:15:09]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-20 22:38:09]    Login :: User:juan Password:pepe
[2013-11-20 22:38:09]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-20 22:38:12]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-20 22:38:15]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-20 22:38:15]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-20 22:38:16]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-20 22:38:16]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-20 22:38:18]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-20 22:38:27]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-20 22:38:27]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-20 22:38:28]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-20 22:38:28]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-20 22:38:31]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-20 22:38:31]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-20 22:38:31]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-20 22:38:31]    addITem :: Se intenta agregar item al carrito
[2013-11-20 22:38:31]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-20 22:38:31]    actualizarCarrito :: Se intenta actualizar carrito
[2013-11-20 22:38:31]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-20 22:38:31]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-20 22:38:31]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-20 22:38:34]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-20 22:38:34]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-20 22:38:35]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-20 22:38:35]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-20 22:41:34]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-20 22:41:37]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-20 22:41:37]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-20 22:41:37]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-20 22:41:37]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-20 22:41:40]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-20 22:41:40]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-20 22:41:40]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-20 22:41:40]    addITem :: Se intenta agregar item al carrito
[2013-11-20 22:41:40]    addItem :: ERROR :: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry '5-2' for key 'PRIMARY'
[2013-11-20 22:41:40]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-20 22:41:40]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-20 22:41:42]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-20 22:41:42]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-20 22:41:42]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-20 22:41:42]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-20 22:41:48]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-20 22:59:13]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-20 22:59:16]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-20 22:59:16]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-20 22:59:39]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-20 22:59:39]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-20 22:59:39]    carritoHasItem :: Intenta ejecutar SELECT * FROM detallecarrito WHERE IdCarrito = 5 AND IdArticulo = 2 ;
[2013-11-20 22:59:58]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-20 22:59:58]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-20 22:59:58]    carritoHasItem :: Intenta ejecutar SELECT * FROM detallecarrito WHERE IdCarrito = 5 AND IdArticulo = 2 ;
[2013-11-20 22:59:58]    carritoHasItem :: Intenta ejecutar SELECT * FROM detallecarrito WHERE IdCarrito = 5 AND IdArticulo = 2 ;
[2013-11-20 22:59:59]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-20 22:59:59]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-20 23:01:06]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-20 23:01:06]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-20 23:01:06]    carritoHasItem :: Intenta ejecutar SELECT * FROM detallecarrito WHERE IdCarrito = 5 AND IdArticulo = 2 ;
[2013-11-20 23:01:06]    carritoHasItem :: Intenta ejecutar SELECT * FROM detallecarrito WHERE IdCarrito = 5 AND IdArticulo = 2 ;
[2013-11-20 23:01:07]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-20 23:01:07]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-20 23:14:12]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-20 23:14:44]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-20 23:14:44]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-20 23:14:44]    carritoHasItem :: Intenta ejecutar SELECT * FROM detallecarrito WHERE IdCarrito = 5 AND IdArticulo = 2 ;
[2013-11-20 23:14:44]    carritoHasItem :: Intenta ejecutar SELECT * FROM detallecarrito WHERE IdCarrito = 5 AND IdArticulo = 2 ;
[2013-11-20 23:14:44]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-20 23:14:44]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-20 23:15:09]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-20 23:15:09]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-20 23:15:09]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-20 23:15:09]    carritoHasItem :: Intenta ejecutar SELECT * FROM detallecarrito WHERE IdCarrito = 5 AND IdArticulo = 2 ;
[2013-11-20 23:15:09]    addITem :: Se intenta agregar item al carrito
[2013-11-20 23:15:09]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-20 23:15:09]    actualizarCarrito :: Se intenta actualizar carrito
[2013-11-20 23:15:09]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-20 23:15:09]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-20 23:15:09]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-20 23:15:11]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-20 23:15:11]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-20 23:15:12]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-20 23:15:12]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-20 23:15:22]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:29:53]    Login :: User:juan Password:pepe
[2013-11-21 00:29:53]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:29:56]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:29:58]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:29:58]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:29:58]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:29:58]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:30:48]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:30:48]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:30:50]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:30:50]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:30:58]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:30:58]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:30:59]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:30:59]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:31:58]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:31:58]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:31:59]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:31:59]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:32:24]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:32:24]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 00:32:24]    carritoHasItem :: Intenta ejecutar SELECT * FROM detallecarrito WHERE IdCarrito = 5 AND IdArticulo = 1 ;
[2013-11-21 00:32:24]    carritoHasItem :: Intenta ejecutar SELECT * FROM detallecarrito WHERE IdCarrito = 5 AND IdArticulo = 1 ;
[2013-11-21 00:32:24]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:32:24]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 00:32:26]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:32:29]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:32:29]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:32:30]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:32:30]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:33:15]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:33:15]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:40:50]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:40:50]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:40:53]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:40:53]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:41:03]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:41:03]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:41:04]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:41:04]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:44:19]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:44:19]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:44:20]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:44:20]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:44:44]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:44:44]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:44:44]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:44:44]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:44:55]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:44:55]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:44:55]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:44:55]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:45:20]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:45:20]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:45:20]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:45:20]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:45:30]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:45:30]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:45:30]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:45:30]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:45:35]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:45:35]    deleteITem :: Se intenta borrar item al carrito
[2013-11-21 00:45:35]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:45:35]    actualizarCarrito :: Se intenta actualizar carrito
[2013-11-21 00:45:35]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:45:36]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:45:36]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:45:43]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:45:43]    deleteITem :: Se intenta borrar item al carrito
[2013-11-21 00:45:44]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:45:44]    actualizarCarrito :: Se intenta actualizar carrito
[2013-11-21 00:45:44]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:45:44]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:45:44]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:46:02]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:46:04]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:46:04]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:46:05]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:46:05]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:46:28]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:46:28]    deleteITem :: Se intenta borrar item al carrito
[2013-11-21 00:46:28]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:46:28]    actualizarCarrito :: Se intenta actualizar carrito
[2013-11-21 00:46:28]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:46:28]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:46:28]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:46:33]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:46:37]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:46:37]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:46:37]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:46:37]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:46:41]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:46:41]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 00:46:41]    carritoHasItem :: Intenta ejecutar SELECT * FROM detallecarrito WHERE IdCarrito = 5 AND IdArticulo = 14 ;
[2013-11-21 00:46:41]    carritoHasItem :: Intenta ejecutar SELECT * FROM detallecarrito WHERE IdCarrito = 5 AND IdArticulo = 14 ;
[2013-11-21 00:46:41]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:46:41]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 00:46:44]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:46:44]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 00:46:44]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 00:46:44]    carritoHasItem :: Intenta ejecutar SELECT * FROM detallecarrito WHERE IdCarrito = 5 AND IdArticulo = 14 ;
[2013-11-21 00:46:44]    addITem :: Se intenta agregar item al carrito
[2013-11-21 00:46:44]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:46:44]    actualizarCarrito :: Se intenta actualizar carrito
[2013-11-21 00:46:44]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:46:44]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:46:44]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:46:51]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:46:51]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:46:52]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:46:52]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:47:10]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:47:10]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 00:47:10]    carritoHasItem :: Intenta ejecutar SELECT * FROM detallecarrito WHERE IdCarrito = 5 AND IdArticulo = 14 ;
[2013-11-21 00:47:10]    carritoHasItem :: Intenta ejecutar SELECT * FROM detallecarrito WHERE IdCarrito = 5 AND IdArticulo = 14 ;
[2013-11-21 00:47:11]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:47:11]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 00:47:13]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
